# File generated by CMD 2.5 (http://stev.oapd.inaf.it/cmd) on Fri Jul 26 04:21:53 CEST 2013
# PARSEC isochrones, release v1.1
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Warning: the TP-AGB phase is not included! TP-AGB tracks are in preparation by Marigo et al.
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001, A&A 342, 531)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.01520	Y = 0.27554	[M/H] = 0.015	eta_R = 0.200	Age = 	1.0000e+08 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
	0.015200	8.0000	0.10000000	0.1000	-2.5384	3.5195	5.0002	11.116	16.075	14.597	13.025	11.903	10.552	9.300	8.750	8.497	1.57040203	0
	0.015200	8.0000	0.10012339	0.1001	-2.5375	3.5195	5.0002	11.114	16.071	14.593	13.022	11.900	10.550	9.298	8.748	8.495	1.57160807	0
	0.015200	8.0000	0.10553912	0.1055	-2.4998	3.5229	4.9990	11.020	15.895	14.437	12.877	11.770	10.445	9.211	8.660	8.409	1.62305129	0
	0.015200	8.0000	0.11485455	0.1149	-2.4368	3.5296	4.9994	10.862	15.601	14.171	12.631	11.549	10.272	9.070	8.514	8.267	1.70534039	0
	0.015200	8.0000	0.12000000	0.1200	-2.4030	3.5335	5.0001	10.777	15.443	14.026	12.498	11.428	10.179	8.996	8.436	8.191	1.74782515	0
	0.015200	8.0000	0.13110037	0.1311	-2.3403	3.5393	4.9992	10.621	15.175	13.780	12.267	11.217	10.010	8.854	8.289	8.048	1.83319056	0
	0.015200	8.0000	0.14000000	0.1400	-2.2925	3.5440	4.9986	10.501	14.966	13.588	12.089	11.055	9.880	8.746	8.177	7.939	1.89584959	0
	0.015200	8.0000	0.16000000	0.1600	-2.1980	3.5522	4.9948	10.265	14.562	13.224	11.752	10.744	9.627	8.528	7.954	7.723	2.02115250	0
	0.015200	8.0000	0.20000000	0.2000	-2.0415	3.5643	4.9836	9.874	13.878	12.640	11.232	10.255	9.211	8.154	7.575	7.368	2.22178221	0
	0.015200	8.0000	0.21005371	0.2101	-2.0090	3.5666	4.9817	9.793	13.742	12.523	11.127	10.156	9.125	8.076	7.496	7.293	2.26412106	0
	0.015200	8.0000	0.25000000	0.2500	-1.8878	3.5748	4.9691	9.490	13.244	12.093	10.742	9.790	8.806	7.783	7.201	7.013	2.40809011	0
	0.015200	8.0000	0.26272476	0.2627	-1.8544	3.5770	4.9657	9.406	13.119	11.979	10.635	9.690	8.722	7.706	7.120	6.936	2.44731212	0
